class,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,zero_crossing_rate_0,rms_0
0,-260.056,211.70628,-10.561509,29.859695,14.5985985,-3.774468,1.6513714,-9.108585,-4.3489904,-8.533215,-6.2541933,-6.080054,-8.80301,0.237416,0.84244084,0.412149,0.10533457,0.19445698,0.38999748,0.9176229,0.5340002,0.15610363,0.13093333,0.3667677,0.1585991,36.3540549819648,22.489273440109045,22.343351499204257,23.38295014392463,22.646457230206586,24.86591112370399,34.214040632335205,0.02762920673076923,0.16643295
0,-237.10141,143.25012,-40.73999,43.044117,-2.4879267,5.2558846,0.034087777,-15.673026,-3.3677897,-21.29946,-16.210049,-7.557033,-14.24425,0.030215189,0.024844516,0.07067833,0.5167719,0.9844744,0.46305874,0.043106765,0.029579515,0.06936508,0.032373544,0.04886308,0.070826724,41.46812764185729,25.263557755381015,24.91625730808842,22.739200846950776,20.83005289818816,26.698303178958675,49.44844642682247,0.03571729473039216,0.16157994
0,-501.43915,163.24393,52.467876,17.118631,2.6377904,-16.981018,-16.425358,-18.441463,-32.481075,-30.999699,-17.980408,-19.233166,-30.085606,0.32010117,0.7809949,0.2089556,0.037339162,0.2536484,0.8417092,0.183182,0.20826782,0.67138416,0.12262192,0.03306735,0.040906083,30.00267441777617,23.76926872888648,31.95152814821135,29.242443121856958,23.422652157865354,22.152334336590183,33.56565370701591,0.03076171875,0.05047668
0,-471.17624,193.85518,44.5592,28.542673,8.211017,-10.106627,-3.3657355,-6.633486,-13.488754,-19.729267,-13.009966,-6.9848933,-15.6630945,0.35124665,0.18228015,0.7043779,0.2735631,0.028876431,0.034400664,0.16155577,0.42833817,0.2057625,0.05003598,0.25384337,0.8850468,34.87131445059697,24.841016896799417,26.254539915497507,23.965598498400574,20.457918635071838,20.76970320573016,39.291225273048816,0.02434593023255814,0.046425365
0,-466.57275,187.20773,47.123684,26.511812,15.1819,-7.7741075,-11.904143,-9.07417,-8.432587,-19.151558,-17.500053,-5.7382154,-14.1144905,0.14645287,0.32627138,0.09697857,0.03493575,0.040741418,0.098801605,0.16205305,0.082811244,0.042389486,0.43724898,0.9480825,0.26308095,38.393589376170624,26.725891715059905,27.563369552816464,21.99218924332585,22.92709683778705,20.683093778601158,39.250217647718586,0.022330350654069766,0.05326121
0,-483.96548,180.08568,44.460155,23.6481,10.846908,-3.0005403,-5.679292,-7.208923,-8.925346,-21.226099,-20.825377,-15.620233,-25.170322,0.66003555,0.29423118,0.029639967,0.18770704,0.9492934,0.33826542,0.051545646,0.18133561,0.06414399,0.024430197,0.0341734,0.17806642,28.99940612565971,22.401302907423545,30.04178865036648,25.125220952099465,21.406076337330422,18.854332720963974,39.56483717279588,0.029429560122282608,0.046355233
0,-310.78006,216.95267,-19.90429,24.447903,18.542488,-0.510054,-0.09233047,-11.172934,-2.5622275,-7.7473164,-7.6272345,-3.058355,-10.502011,0.1559577,0.3468345,0.9563583,0.43874454,0.095508836,0.11432845,0.34342942,0.57707775,0.31136099,0.18414752,0.16039988,0.34798414,37.639725696683904,20.940565029930056,24.179587225988783,22.353168698486733,25.355041706299858,24.38178525468099,36.69219183909352,0.032113882211538464,0.13309798
0,-219.78552,129.83258,-64.02016,60.332565,-1.0330088,-4.344389,-9.467678,-3.9186873,-5.6346626,-14.244986,-13.579344,-5.3668847,-16.884981,0.11425862,0.10490054,0.18761197,0.073762275,0.16631351,0.52358985,0.12262336,0.05823327,0.1270653,0.4454942,0.9169587,0.30843574,36.86154495174868,24.63672403618079,28.12902712117024,27.011031275855977,24.452553265072694,29.355898991367273,50.02593725681616,0.06298828125,0.10941087
0,-425.50052,178.52672,10.682037,9.736534,7.085323,-5.736467,-10.2642565,-20.73643,-19.303963,-23.975697,-18.661161,-5.2560325,-11.667173,0.9168215,0.4271374,0.12607098,0.14858519,0.33297402,0.080701284,0.035262555,0.16445315,0.06880086,0.051908895,0.050259043,0.2273788,31.621588136665064,23.09377106157703,28.299192635794878,28.31895226666281,26.32499665709115,25.32682297752207,39.265986412424944,0.030510179924242424,0.06292387
0,-207.35567,125.48658,-59.300922,60.025208,-3.5024068,-1.3947188,-12.513985,-5.0059013,-7.8381248,-8.819474,-10.357479,-2.2732534,-16.751905,0.087815166,0.13541758,0.2543409,0.1396023,0.09388033,0.119720854,0.31263253,0.95940924,0.43840644,0.11618716,0.08872598,0.18862204,34.54674194490203,24.86496207056194,28.19346256553364,26.29162669406995,24.475281480834187,29.69657176916644,48.930331473633686,0.080810546875,0.10872813
0,-349.8261,163.8968,-7.894251,43.870785,8.553788,-2.2275076,-3.5710247,-27.664726,-1.3958212,-6.1027694,-16.392874,-6.8898444,-26.791714,0.19821754,0.46292177,0.15521573,0.06115951,0.110664934,0.2983359,0.43559712,0.22239631,0.12059365,0.4275223,0.9453008,0.29146895,40.96885840163581,24.430333233199274,28.89611299956484,28.53895710727331,31.421547432753034,33.59019414277918,40.33501269238501,0.03453233506944445,0.087881126
0,-508.25452,142.77312,44.619846,34.077194,27.937649,3.0430999,-7.734605,-11.672975,-22.911629,-35.0134,-29.901003,-13.095076,-9.690537,0.03858277,0.014824097,0.15545645,0.59830177,0.17999405,0.011402558,0.03215058,0.37310347,0.9432557,0.39445844,0.023936776,0.014871583,28.44227458287135,31.7212727612619,32.566521538923446,27.909398990932193,25.686827777730326,18.331289503261946,41.84060856869479,0.027376302083333335,0.047851313
0,-222.23584,57.798218,-64.16668,57.89933,-10.998082,4.858101,-14.118854,12.419179,-10.879642,-2.8999374,-7.8713646,-5.5347233,-15.881957,0.22459131,0.52013695,0.83454305,0.46912718,0.23077148,0.1958969,0.4311301,0.14659938,0.2509727,0.7018947,0.21401034,0.11836622,37.662267216954994,20.96470521906708,28.448143664672585,26.43985840776113,24.900753555189215,25.482147216724314,51.676648791607946,0.09844341856060607,0.08814519
0,-431.00296,156.53885,-43.588684,28.107784,-1.2029177,-11.531635,-13.407788,-22.438383,-9.920411,-13.165125,-20.528152,-4.857786,-16.466965,0.033492126,0.28747582,0.97092944,0.3303943,0.20812832,0.084255315,0.24805324,0.07246236,0.09220876,0.37109494,0.079563804,0.018743161,29.787224452387747,26.012373891025025,30.23799791025211,32.303121204202434,34.70755862339204,32.63186404005965,48.74994361917878,0.062124399038461536,0.031030193
0,-157.2301,155.93361,-54.453575,58.83456,-7.85661,-1.1365647,-10.807823,-1.3632559,-6.4883723,-6.433381,-11.771215,-3.046937,-18.237835,0.17988874,0.19413732,0.36861628,0.16156301,0.32697025,0.6733223,0.29137936,0.115771666,0.15437543,0.4980884,0.9524457,0.3309993,36.70778791113468,18.9981664154478,18.901783525843435,18.147712504210517,16.419307461787348,24.743090743321996,47.80440982646796,0.06222186511075949,0.115740985
0,-545.4398,133.79796,58.35204,26.521854,8.502663,-15.284983,-29.05125,-33.05795,-38.39758,-42.14251,-30.606455,-12.620377,-5.933904,0.17430538,0.03637779,0.023643874,0.12112288,0.39559346,0.11955361,0.023912337,0.1681129,0.69370663,0.16564791,0.1970435,0.81633437,30.795230464669164,26.023113994391537,35.70782709821189,23.831712363658546,20.60832830250051,21.69413336916575,35.358615353156395,0.04002609928097345,0.034294803
0,-485.3943,150.91672,49.396164,32.971607,21.38253,1.0342988,-11.620818,-20.4989,-24.165545,-28.835968,-24.226583,-16.105156,-16.831541,0.05195677,0.044717398,0.19313097,0.10214846,0.029865015,0.05727209,0.27994946,0.9835988,0.47219458,0.05424321,0.0452608,0.19508384,39.092053550987174,28.15320164454788,35.70157762039584,25.084736251656732,21.516722569244145,19.17353160706988,39.47557875600661,0.023264350620567375,0.05449767
0,-334.4256,182.71599,11.6616955,13.90573,20.432383,3.7252965,-7.444198,-12.8737,-7.0194445,-7.7990503,-6.1116805,-5.343064,-9.387314,0.7725543,0.19750206,0.13869043,0.5161142,0.15407154,0.048138607,0.0933922,0.053960424,0.049824033,0.22203597,0.6860649,0.99072903,35.26912502081982,20.95457663278625,23.577069633250442,27.730470454553124,25.08768840949311,23.472763310443057,30.894346761427943,0.018980964781746032,0.13663828
0,-348.97397,195.47838,7.396955,11.896772,11.605867,-2.5711055,-0.1304348,-1.3319536,-2.769736,-11.398387,-11.308482,-11.397027,-15.886444,0.2133534,0.1839278,0.54907507,0.17743175,0.046071216,0.119005285,0.05251671,0.05560798,0.21222983,0.52626693,0.9954883,0.59409267,39.771611153497346,25.901666753179462,23.962002625964747,28.024206049904073,22.832035309800236,23.888175897191168,31.425631486963365,0.018982769691780824,0.13341619
0,-501.08932,153.73502,52.271954,38.379337,24.466042,0.3882097,-13.079745,-18.23238,-20.303715,-27.280191,-20.69479,-11.231197,-15.173046,0.08130801,0.055402365,0.10101434,0.3770774,0.1686478,0.038939606,0.05827747,0.30080655,0.9883719,0.48519585,0.05937364,0.036409386,30.003383502307297,29.461416464643712,31.89376369374853,23.13299325502941,22.182664314724803,19.535910890905686,39.560165845938435,0.024861653645833332,0.049939092
0,-518.38116,182.04361,54.706696,18.287874,1.1916233,-23.577913,-23.777792,-16.393011,-18.89612,-24.720037,-24.025757,-17.771591,-16.065954,0.038442116,0.17084287,0.46215233,0.107121095,0.038508214,0.09535195,0.023347056,0.016534867,0.042675603,0.4003679,0.9623273,0.23669021,29.494736507713935,26.375706440412337,32.08055610915174,29.980264970729557,21.456801763859993,22.73916258635949,34.86540150945901,0.029556766633064516,0.03382233
0,-178.68573,125.85227,-62.851555,50.89053,-7.205938,0.75427735,-10.292829,-2.6330764,-5.8675013,-4.997764,-10.837929,-3.033884,-17.477911,0.7994044,0.37104625,0.22264218,0.2705256,0.47921455,0.18725556,0.27018183,0.4574159,0.27416095,0.124842435,0.16008097,0.42317095,34.24902333131684,17.786823690571342,22.26288110184278,21.926526426498622,21.605862961670603,27.19759479273859,47.76838342389638,0.11407382246376811,0.08612993
0,-173.96909,111.42077,-67.5677,50.055584,-6.2181034,5.4244385,-4.971086,3.5400515,-3.6944354,-2.582635,-7.3943615,0.37683544,-20.596245,0.2671443,0.5107739,0.95322895,0.5190531,0.394837,0.2454041,0.472711,0.25442532,0.34282526,0.6074343,0.23924607,0.16354632,34.88508207563561,14.434791870884661,19.110170269347506,20.536541939517427,18.45003976956048,24.401454192916553,47.10030908184979,0.12930961277173914,0.07828971
0,-487.23788,145.55843,47.60723,37.309708,27.222134,-1.8093444,-17.613184,-20.68913,-24.788567,-32.77961,-29.548107,-19.089901,-16.62014,0.033427406,0.049254324,0.03042028,0.097362585,0.38787386,0.1536398,0.032368183,0.03567965,0.35011703,0.9742639,0.43993858,0.04550628,25.433121484388607,29.084472164926886,34.188119907990895,25.207791574263346,25.68218335853403,18.431261806247885,40.07457046960958,0.027237955729166666,0.08521864
0,-407.98468,146.06863,72.66986,49.295563,27.672258,5.1949725,-2.8714552,-3.0771735,-5.3400564,-14.156638,-19.814802,-19.04981,-19.194532,0.034440123,0.07337844,0.49306008,0.86286026,0.6474333,0.0910524,0.030565575,0.061306868,0.02944867,0.17876858,0.59670305,0.2901185,40.23172491524053,30.06322690600843,32.90141982498702,25.570984028441224,20.50188230685808,15.798725726606786,43.21050629447637,0.017346667004870128,0.14552373
0,-377.07578,131.90173,15.643197,46.662003,15.292573,0.84624285,-16.29988,-30.35285,-10.245759,-14.583142,-12.7824955,-4.3885856,-18.519724,0.36102146,0.8801947,0.24948658,0.03018223,0.03276681,0.0745738,0.035639282,0.15394779,0.5511653,0.1587981,0.05862127,0.06944883,37.233096561095905,31.678013191627358,37.40290410533138,31.755170475115797,33.54995259172667,30.08628712593367,41.50964928565585,0.02712421269379845,0.16239649
0,-217.03456,107.80174,-62.14004,60.35916,-6.587872,-3.8007736,-14.904841,-3.5097792,-12.420143,-15.34921,-16.210947,-0.5993571,-12.06906,0.10411905,0.11442322,0.21945758,0.12311219,0.17607681,0.37007466,0.13053508,0.092421256,0.12597783,0.35219693,0.92185974,0.29587877,35.68694114319578,24.758924109453808,28.323027103176365,27.48111044950657,25.75362083039381,30.45905972215344,49.563070677305355,0.08170358758223684,0.10089203
0,-223.73706,141.3323,-48.73007,56.5877,-3.2938006,-2.2154975,-7.2969007,0.53745395,-1.7813419,-5.4047093,-9.411721,-4.35852,-19.532408,0.44677636,0.10177326,0.07627308,0.11774455,0.075064786,0.14285469,0.33732942,0.17053193,0.069792904,0.11015519,0.3809236,0.9769827,35.90329650796267,21.783316862668222,20.353159476155334,18.20668613968265,17.354170602277897,24.545113327689492,47.968757600729646,0.04575737847222222,0.10676954
0,-168.58067,141.9585,-59.41384,52.018906,-12.441764,-2.0005426,-8.270101,4.749184,-2.4948158,-2.86203,-10.234085,-0.030361641,-16.047539,0.32806513,0.3907048,0.8327713,0.3802047,0.24541484,0.25488755,0.5130214,0.61834025,0.4633274,0.47595513,0.3114615,0.64149624,34.053708681735976,13.81453333061803,16.54157986891315,18.893660142767054,15.21509762661296,24.398050908664665,47.27542492305584,0.09918212890625,0.088584594
0,-401.534,190.06189,41.184628,22.286715,12.704372,-6.44931,-7.746497,-7.955758,-15.014814,-24.612972,-28.632307,-22.175976,-10.367697,0.20554125,0.06470991,0.098018534,0.43323454,0.97768676,0.45595682,0.1015768,0.1336671,0.29963055,0.15712798,0.19228657,0.51084495,38.86474127571412,24.57042630147195,28.510781025341938,25.78948702171144,21.250819269752103,19.084214598386367,39.19701168033183,0.03155868354885057,0.111319244
0,-399.03415,125.650566,42.93085,31.788687,21.738354,-0.3341153,-10.176754,-12.64051,-13.535485,-16.7664,-15.621125,-13.562439,-18.035194,0.07253889,0.2876257,0.1190939,0.014462333,0.041973513,0.2873238,0.99541485,0.49907088,0.050953697,0.024254996,0.066607885,0.02601336,43.88128983865339,28.438987441119465,29.984306988977867,23.800509328393495,22.66101153610198,20.248321728473655,38.450107447735874,0.019057414940828403,0.13468158
0,-520.3225,141.43079,50.949455,20.172844,7.4325814,-14.779273,-23.305042,-24.13492,-32.841965,-37.842426,-32.348156,-26.150837,-21.893362,0.029932722,0.022186287,0.06530915,0.200799,0.107041635,0.040435974,0.124836855,0.60394317,0.1900209,0.17103972,0.83313215,0.21583591,29.242854492408423,26.735812833368815,36.21396244753749,27.882404941177438,22.000201577492273,21.554218737973773,34.38834337815805,0.03972482209158416,0.045245644
0,-358.59656,207.13982,20.493301,15.411092,29.450703,10.287316,-1.8630035,-5.2254715,-1.3278813,-5.2095795,-5.8083353,-2.208925,-11.511599,0.27415934,0.10715667,0.110826746,0.2863397,0.124025896,0.06239545,0.20997852,0.50935227,0.98427016,0.7476386,0.21912868,0.11668404,34.36133652966174,27.05334920325722,26.428645074000624,27.08610311122974,25.28426286011936,24.374052807925203,30.732698431378513,0.020689352964743588,0.1258764
0,-319.40976,192.31085,-4.650647,24.17057,21.053183,-1.2290887,-2.2262132,-8.942518,-5.2718105,-7.6236653,-4.930464,-6.279978,-15.586157,0.14452992,0.30148447,0.0918616,0.0808216,0.21965873,0.086738385,0.041928414,0.09965554,0.5333824,0.99775267,0.47556943,0.12422386,35.44029375097852,23.90399920759981,22.646799506404008,22.975187110447113,26.09748810695134,24.552537723601507,33.34072715749687,0.026041666666666668,0.14842737
0,-543.97345,148.77437,54.999653,17.153076,2.1537437,-15.451249,-17.045704,-12.08854,-18.953999,-28.193684,-28.83309,-28.708288,-30.257387,0.014008155,0.13172953,0.5057207,0.19084254,0.012505826,0.050690144,0.24296448,0.081109785,0.17240626,0.93096805,0.22858882,0.009225395,31.788182623729096,23.97563777719295,34.37316731334594,31.342950266308605,20.115886175718675,20.366713535504555,35.65238460573118,0.03672827743902439,0.028405162
